#erel:= 0.800;
#emax:= 494.603;
#q:= 0.000;
#nesce:=    96;
#etime:= 1.563;
#snodes:=   726;
param nS:=   100;
param nSG:=    30;
param nRVSG :=
 1 24    4 24    7  2   10  2   13  2   16  2   19  2   22  2   25  2   28  2
 2 24    5  2    8  2   11  2   14  2   17  2   20  2   23  2   26  2   29  2
 3 24    6  2    9  2   12  2   15 12   18  2   21  2   24  2   27  2   30 24
;

param ScenF :=
  1  94.8638      46   0           91 127.75       136   0.6013
  2 101.848       47   0           92 130.726      137   0.526136
  3  88.4893      48   0           93 140.057      138   0.4682
  4  78.1472      49 116.784       94 126.471      139   0.538495
  5  88.4431      50 123.865       95 118.59       140   0.2615
  6  97.8333      51 115.585       96 103.153      141   0.53208
  7 108.333       52 107.595       97   0.109015   142   0.0177
  8 112.528       53 115.378       98   0          143   0.502554
  9 112.49        54 118.96        99   0.153169   144   0
 10  72.1884      55 123.054      100   0          145   0.478377
 11  37.3042      56 129.112      101   0.234627   146   0
 12  37.0249      57 129.522      102   0          147   0.491486
 13  33.5874      58  99.29       103   0.294157   148   0
 14  33.3448      59  70.3621     104   0          149   0.531757
 15  33.4207      60  56.399      105   0.312975   150   0
 16  33.0436      61  54.4797     106   0          151   0.562132
 17  53.0067      62  59.8793     107   0.331644   152   0
 18  81.6909      63  61.4985     108   0          153   0.575462
 19 102.788       64  65.2458     109   0.38367    154   0
 20 113.801       65  87.7973     110   0          155   0.557532
 21 133.73        66 104.19       111   0.448303   156   0
 22 129.567       67 101.619      112   0.062      157   4.5855
 23 107.051       68 105.529      113   0.505957   158   6.88029
 24  93.8583      69 129.461      114   0.3127     159   7.68898
 25   0.185039    70 126.054      115   0.516922   160   0
 26   0           71 110.651      116   0.5144     161   0
 27   0           72  96.0082     117  70.8184     162  12.6986
 28   0           73 119.735      118  73.0348     163  16.2223
 29   0           74 139.799      119  65.4673     164   3.31971
 30   0           75 128.36       120  66.5752     165   1.79377
 31   0           76 111.786      121  66.6172     166   0
 32  14.9603      77  95.2652     122 102.626      167   0
 33   0           78  98.6365     123 109.257      168   0
 34   0           79 123.382      124 115.986      169   0
 35  72.0884      80 123.003      125 115.162      170   0
 36  69.1838      81 141.755      126 127.553      171   0
 37  46.5407      82 104.45       127 113.553      172 179.942
 38  37.5409      83  84.6186     128 104.187      173   0
 39  34.631       84  61.937      129   0.497812   174  13.6376
 40  59.1479      85  43.9518     130   0.634      175   0
 41   0           86  41.3686     131   0.492823   176   5.24577
 42   0           87  37.4439     132   0.6847     177   0
 43  49.5691      88  43.5258     133   0.499853   178   1.35231
 44  65.768       89  59.0681     134   0.6708     179   1.81834
 45   0           90  95.7148     135   0.511202   180   3.28876
;

param ScenO :=
  1 136.15        46   5.16        91 140.49       136   0.46
  2 128.5         47   8.36        92 142          137   0.015
  3 132.83        48  15.92        93 141.74       138   0.339
  4 129.5         49 129.97        94 140          139   0.022
  5 127.29        50 120.49        95 140          140   0.172
  6 125.34        51 122.83        96 134.56       141   0.03
  7 125.34        52 116.55        97   0.066      142   0.01
  8 132.83        53 116.3         98   0          143   0.037
  9 137.07        54 116.13        99   0.083      144   0
 10 122.77        55 115.17       100   0          145   0.041
 11 100           56 122.43       101   0.097      146   0
 12  88.67        57 134.57       102   0          147   0.043
 13  89.49        58 122.67       103   0.105      148   0
 14  92           59 100          104   0          149   0.041
 15  99.17        60  88.67       105   0.113      150   0
 16 105.99        61  94.59       106   0          151   0.04
 17 120.91        62  97.1        107   0.122      152   0
 18 136.67        63 102.92       108   0          153   0.036
 19 142.5         64 105.99       109   0.126      154   0
 20 142.27        65 120.91       110   0          155   0.027
 21 141.74        66 136.67       111   0.116      156   0
 22 141.5         67 143.3        112   0.024      157   1.11069
 23 140           68 142.27       113   0.081      158   0.8407
 24 137.67        69 142.25       114   0.171      159   0.782353
 25  16           70 141.5        115   0.036      160   0.824015
 26  15.68        71 140.01       116   0.366      161   0.784508
 27  15.68        72 137.67       117  90.6        162   0.808122
 28  15.68        73 143.14       118  90.5        163   0.834849
 29  15.68        74 134.93       119  95.6        164   1.02876
 30  16           75 128.6        120 105.99       165   1.1063
 31  14.84        76 120          121 117.4        166   0.591024
 32  16           77 118          122 143.5        167   0.7436
 33 155.4         78 117.94       123 155          168   0.739145
 34 160.64        79 120          124 149.38       169   0.98145
 35  60           80 120          125 155.91       170   0.483913
 36  22.88        81 134.07       126 153          171   0.872845
 37  18.48        82 118          127 137          172   1.2754
 38  16.92        83  99.9        128 136.55       173   1.30585
 39  18           84  84          129   0.014      174   0.768274
 40  51.52        85  91.14       130   0.489      175   1.00463
 41  94           86  92.34       131   0.007      176   0.803402
 42  94           87  97          132   0.541      177   1.00818
 43   7.88        88 102.78       133   0.006      178   0.838163
 44   5.16        89 117          134   0.543      179   0.712929
 45   5.16        90 135.1        135   0.009      180   0.73836
;

param Scen0 (tr)
 :    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	:=
    1	136.150000	128.500000	132.830000	129.500000	127.290000	125.340000	125.340000	132.830000	137.070000	122.770000	100.000000	88.670000	89.490000	92.000000	99.170000	105.990000	120.910000	136.670000	142.500000	142.270000	141.740000	141.500000	140.000000	137.670000	16.000000	15.680000	15.680000	15.680000	15.680000	16.000000	14.840000	16.000000	155.400000	160.640000	60.000000	22.880000	18.480000	16.920000	18.000000	51.520000	94.000000	94.000000	7.880000	5.160000	5.160000	5.160000	8.360000	15.920000	129.970000	120.490000	122.830000	116.550000	116.300000	116.130000	115.170000	122.430000	134.570000	122.670000	100.000000	88.670000	94.590000	97.100000	102.920000	105.990000	120.910000	136.670000	143.300000	142.270000	142.250000	141.500000	140.010000	137.670000	143.140000	134.930000	128.600000	120.000000	118.000000	117.940000	120.000000	120.000000	134.070000	118.000000	99.900000	84.000000	91.140000	92.340000	97.000000	102.780000	117.000000	135.100000	140.490000	142.000000	141.740000	140.000000	140.000000	134.560000	0.066000	0.000000	0.083000	0.000000	0.097000	0.000000	0.105000	0.000000	0.113000	0.000000	0.122000	0.000000	0.126000	0.000000	0.116000	0.024000	0.081000	0.171000	0.036000	0.366000	90.600000	55.987200	58.819100	49.829900	63.160100	101.739000	103.581000	118.930000	104.631000	105.737000	103.709000	102.834000	0.469350	0.497700	0.442910	0.635900	0.513786	0.584000	0.513850	0.483500	0.556083	0.507200	0.525739	0.254400	0.548973	0.008500	0.589720	0.000000	0.578761	0.000000	0.575795	0.000000	0.578839	0.000000	0.563325	0.000000	0.549030	0.000000	0.416838	0.000000	1.110690	6.577430	7.438820	0.000000	0.000000	11.847300	15.142500	3.542420	2.052020	0.000000	33.236600	7.543140	0.191258	360.604000	46.186600	178.526000	0.000000	12.088000	0.000000	5.182590	0.564002	1.561340	1.676300	2.952340	
    2	136.150000	128.500000	132.830000	129.500000	127.290000	125.340000	125.340000	132.830000	137.070000	122.770000	100.000000	88.670000	89.490000	92.000000	99.170000	105.990000	120.910000	136.670000	142.500000	142.270000	141.740000	141.500000	140.000000	137.670000	16.000000	15.680000	15.680000	15.680000	15.680000	16.000000	14.840000	16.000000	155.400000	160.640000	60.000000	22.880000	18.480000	16.920000	18.000000	51.520000	94.000000	94.000000	7.880000	5.160000	5.160000	5.160000	8.360000	15.920000	129.970000	120.490000	122.830000	116.550000	116.300000	116.130000	115.170000	122.430000	134.570000	122.670000	100.000000	88.670000	94.590000	97.100000	102.920000	105.990000	120.910000	136.670000	143.300000	142.270000	142.250000	141.500000	140.010000	137.670000	143.140000	134.930000	128.600000	120.000000	118.000000	117.940000	120.000000	120.000000	134.070000	118.000000	99.900000	84.000000	91.140000	92.340000	97.000000	102.780000	117.000000	135.100000	140.490000	142.000000	141.740000	140.000000	140.000000	134.560000	0.066000	0.000000	0.083000	0.000000	0.097000	0.000000	0.105000	0.000000	0.113000	0.000000	0.122000	0.000000	0.126000	0.000000	0.116000	0.024000	0.081000	0.171000	0.036000	0.366000	90.600000	83.450800	75.505700	71.492500	76.010400	102.427000	111.662000	112.802000	108.678000	119.013000	118.155000	112.674000	0.506278	0.812600	0.467566	0.798400	0.529038	0.891000	0.577730	0.520800	0.546773	0.642900	0.523498	0.344900	0.525211	0.016200	0.507871	0.000000	0.497633	0.000000	0.497786	0.000000	0.521802	0.000000	0.554635	0.000000	0.595438	0.000000	0.577490	0.000000	1.110690	6.037310	6.951610	0.000000	0.000000	12.821500	14.253800	3.123540	2.149680	1.415490	65.373300	0.350347	0.000000	474.321000	25.312700	179.711000	0.000000	14.427700	0.000000	4.953890	0.344865	1.690330	1.731090	3.159650	
    3	136.150000	128.500000	132.830000	129.500000	127.290000	125.340000	125.340000	132.830000	137.070000	122.770000	100.000000	88.670000	89.490000	92.000000	99.170000	105.990000	120.910000	136.670000	142.500000	142.270000	141.740000	141.500000	140.000000	137.670000	16.000000	15.680000	15.680000	15.680000	15.680000	16.000000	14.840000	16.000000	155.400000	160.640000	60.000000	22.880000	18.480000	16.920000	18.000000	51.520000	94.000000	94.000000	7.880000	5.160000	5.160000	5.160000	8.360000	15.920000	129.970000	120.490000	122.830000	116.550000	116.300000	116.130000	115.170000	122.430000	134.570000	122.670000	100.000000	88.670000	94.590000	97.100000	102.920000	105.990000	120.910000	136.670000	143.300000	142.270000	142.250000	141.500000	140.010000	137.670000	143.140000	134.930000	128.600000	120.000000	118.000000	117.940000	120.000000	120.000000	134.070000	118.000000	99.900000	84.000000	91.140000	92.340000	97.000000	102.780000	117.000000	135.100000	140.490000	142.000000	141.740000	140.000000	140.000000	134.560000	0.066000	0.000000	0.083000	0.000000	0.097000	0.000000	0.105000	0.000000	0.113000	0.000000	0.122000	0.000000	0.126000	0.000000	0.116000	0.024000	0.081000	0.171000	0.036000	0.366000	90.600000	83.450800	75.505700	71.492500	76.010400	102.427000	111.662000	112.802000	108.678000	119.013000	118.155000	112.674000	0.506278	0.812600	0.467566	0.798400	0.529038	0.891000	0.577730	0.520800	0.546773	0.642900	0.523498	0.344900	0.525211	0.016200	0.507871	0.000000	0.497633	0.000000	0.497786	0.000000	0.521802	0.000000	0.554635	0.000000	0.595438	0.000000	0.577490	0.000000	1.110690	6.339950	7.977060	0.000000	0.000000	12.887800	15.251500	2.800610	1.939290	0.000000	12.562800	8.552790	33.101000	317.332000	142.797000	203.995000	17.950700	12.735000	0.000000	5.104560	0.484380	1.739500	1.597300	2.865750	
    4	136.150000	128.500000	132.830000	129.500000	127.290000	125.340000	125.340000	132.830000	137.070000	122.770000	100.000000	88.670000	89.490000	92.000000	99.170000	105.990000	120.910000	136.670000	142.500000	142.270000	141.740000	141.500000	140.000000	137.670000	16.000000	15.680000	15.680000	15.680000	15.680000	16.000000	14.840000	16.000000	155.400000	160.640000	60.000000	22.880000	18.480000	16.920000	18.000000	51.520000	94.000000	94.000000	7.880000	5.160000	5.160000	5.160000	8.360000	15.920000	129.970000	120.490000	122.830000	116.550000	116.300000	116.130000	115.170000	122.430000	134.570000	122.670000	100.000000	88.670000	94.590000	97.100000	102.920000	105.990000	120.910000	136.670000	143.300000	142.270000	142.250000	141.500000	140.010000	137.670000	143.140000	134.930000	128.600000	120.000000	118.000000	117.940000	120.000000	120.000000	134.070000	118.000000	99.900000	84.000000	91.140000	92.340000	97.000000	102.780000	117.000000	135.100000	140.490000	142.000000	141.740000	140.000000	140.000000	134.560000	0.066000	0.000000	0.083000	0.000000	0.097000	0.000000	0.105000	0.000000	0.113000	0.000000	0.122000	0.000000	0.126000	0.000000	0.116000	0.024000	0.081000	0.171000	0.036000	0.366000	90.600000	60.861700	48.394500	48.525700	66.440300	89.980600	89.449600	106.849000	128.104000	135.363000	114.655000	110.962000	0.469805	0.886900	0.427359	0.802900	0.457025	0.650700	0.492937	0.480400	0.506016	0.672800	0.488946	0.388200	0.425912	0.033300	0.425659	0.000000	0.458259	0.000000	0.453097	0.000000	0.439971	0.000000	0.449308	0.000000	0.470956	0.000000	0.491214	0.000000	1.110690	6.549420	7.389970	0.000000	0.000000	11.843600	14.997200	3.418460	2.216070	0.000000	45.080800	0.000000	0.000000	573.425000	55.730200	195.373000	0.000000	15.270700	0.000000	5.201410	0.648905	1.648930	1.696840	2.856880	
    5	136.150000	128.500000	132.830000	129.500000	127.290000	125.340000	125.340000	132.830000	137.070000	122.770000	100.000000	88.670000	89.490000	92.000000	99.170000	105.990000	120.910000	136.670000	142.500000	142.270000	141.740000	141.500000	140.000000	137.670000	16.000000	15.680000	15.680000	15.680000	15.680000	16.000000	14.840000	16.000000	155.400000	160.640000	60.000000	22.880000	18.480000	16.920000	18.000000	51.520000	94.000000	94.000000	7.880000	5.160000	5.160000	5.160000	8.360000	15.920000	129.970000	120.490000	122.830000	116.550000	116.300000	116.130000	115.170000	122.430000	134.570000	122.670000	100.000000	88.670000	94.590000	97.100000	102.920000	105.990000	120.910000	136.670000	143.300000	142.270000	142.250000	141.500000	140.010000	137.670000	143.140000	134.930000	128.600000	120.000000	118.000000	117.940000	120.000000	120.000000	134.070000	118.000000	99.900000	84.000000	91.140000	92.340000	97.000000	102.780000	117.000000	135.100000	140.490000	142.000000	141.740000	140.000000	140.000000	134.560000	0.066000	0.000000	0.083000	0.000000	0.097000	0.000000	0.105000	0.000000	0.113000	0.000000	0.122000	0.000000	0.126000	0.000000	0.116000	0.024000	0.081000	0.171000	0.036000	0.366000	90.600000	60.861700	48.394500	48.525700	66.440300	89.980600	89.449600	106.849000	128.104000	135.363000	114.655000	110.962000	0.469805	0.886900	0.388946	0.866600	0.382176	1.589300	0.378114	0.838000	0.388117	0.783100	0.509669	0.855600	0.502538	0.037500	0.477867	0.000000	0.489314	0.000000	0.504435	0.000000	0.513214	0.000000	0.523753	0.000000	0.523037	0.000000	0.503196	0.000000	1.110690	7.147730	7.689880	0.000000	0.000000	12.550500	15.084200	3.329590	2.290040	0.034565	0.000000	0.000000	7.503680	339.605000	38.244000	181.471000	0.000000	13.346200	0.000000	5.008780	0.163640	1.557340	1.763780	3.384540	
    6	136.150000	128.500000	132.830000	129.500000	127.290000	125.340000	125.340000	132.830000	137.070000	122.770000	100.000000	88.670000	89.490000	92.000000	99.170000	105.990000	120.910000	136.670000	142.500000	142.270000	141.740000	141.500000	140.000000	137.670000	16.000000	15.680000	15.680000	15.680000	15.680000	16.000000	14.840000	16.000000	155.400000	160.640000	60.000000	22.880000	18.480000	16.920000	18.000000	51.520000	94.000000	94.000000	7.880000	5.160000	5.160000	5.160000	8.360000	15.920000	129.970000	120.490000	122.830000	116.550000	116.300000	116.130000	115.170000	122.430000	134.570000	122.670000	100.000000	88.670000	94.590000	97.100000	102.920000	105.990000	120.910000	136.670000	143.300000	142.270000	142.250000	141.500000	140.010000	137.670000	143.140000	134.930000	128.600000	120.000000	118.000000	117.940000	120.000000	120.000000	134.070000	118.000000	99.900000	84.000000	91.140000	92.340000	97.000000	102.780000	117.000000	135.100000	140.490000	142.000000	141.740000	140.000000	140.000000	134.560000	0.066000	0.000000	0.083000	0.000000	0.097000	0.000000	0.105000	0.000000	0.113000	0.000000	0.122000	0.000000	0.126000	0.000000	0.116000	0.024000	0.081000	0.171000	0.036000	0.366000	90.600000	69.984400	64.540300	65.495700	69.677400	102.298000	118.138000	113.547000	115.585000	112.891000	113.703000	107.913000	0.525237	0.423700	0.558286	0.860900	0.608824	0.735200	0.657877	0.965300	0.696452	0.627400	0.717946	0.497200	0.715196	0.015200	0.679523	0.000000	0.635602	0.000000	0.621288	0.000000	0.632572	0.000000	0.647868	0.000000	0.657627	0.000000	0.637195	0.000000	1.110690	6.611810	7.759970	0.163131	0.000000	13.039600	15.562500	3.428380	2.207670	0.000000	38.737700	1.930440	0.000000	319.588000	37.583900	167.271000	7.926390	14.173600	18.820500	4.897940	0.515052	1.729200	1.888470	3.324730	
