#erel:= 0.800;
#emax:= 1458.127;
#q:= 0.000;
#nesce:=    51;
#etime:= 1.124;
#snodes:=  1174;
param nS:=   100;
param nSG:=    30;
param nRVSG :=
 1 24    4 24    7  2   10  2   13  2   16  2   19  2   22  2   25  2   28  2
 2 24    5  2    8  2   11  2   14  2   17  2   20  2   23  2   26  2   29  2
 3 24    6  2    9  2   12  2   15 12   18  2   21  2   24  2   27  2   30 24
;

param ScenF :=
  1  96.2996      46   0           91 113.805      136   0.5787
  2  99.8053      47   5.78289     92  96.4573     137   0.629771
  3  88.9437      48  13.561       93  92.8684     138   0.4576
  4  88.5233      49  87.9254      94  87.9853     139   0.651677
  5  93.4484      50  85.426       95  82.0332     140   0.2608
  6 100.293       51  72.52        96  73.2593     141   0.648077
  7 111.944       52  63.6526      97   0.724876   142   0.01
  8 132.527       53  60.9254      98   0          143   0.614751
  9 145.196       54  63.9228      99   0.742965   144   0
 10 124.672       55  80.0466     100   0          145   0.564041
 11  99.2441      56 105.695      101   0.7518     146   0
 12  78.919       57 119.552      102   0          147   0.528928
 13  75.89        58 111.564      103   0.732387   148   0
 14  82.9705      59  96.8961     104   0          149   0.513755
 15  83.8271      60  78.2656     105   0.721863   150   0
 16  79.8112      61  70.4979     106   0          151   0.509485
 17 108.083       62  68.1535     107   0.721607   152   0
 18 126.098       63  65.4972     108   0          153   0.495576
 19 142.433       64  68.3536     109   0.726341   154   0
 20 140.292       65  95.9412     110   0          155   0.449101
 21 142.221       66 117.461      111   0.72787    156   0
 22 142.271       67 111.185      112   0.0256     157  20.9714
 23 118.452       68 104.441      113   0.715928   158   0
 24 108.549       69 117.568      114   0.2819     159  53.026
 25  52.5104      70 114.026      115   0.696901   160   0
 26  81.533       71 104.748      116   0.4966     161   0
 27  80.7556      72  93.283      117  63.1157     162  48.4094
 28  87.1389      73  51.1303     118  63.5878     163  16.4792
 29  88.9907      74  65.057      119  62.7728     164   0
 30  80.5789      75  54.9133     120  67.1702     165   0.793871
 31  27.4282      76  47.682      121  60.9877     166  18.0824
 32  18.5195      77  36.8104     122  87.8539     167 204.157
 33   0           78  33.488      123 113.081      168 262.06
 34   0           79  68.8715     124 126.895      169  63.2192
 35   0           80 107.964      125 111.975      170   0
 36   0           81 132.085      126 106.66       171   0
 37   0           82  98.7606     127  96.6111     172   0
 38   0           83  71.2022     128  88.4645     173 558.987
 39   0           84  60.0386     129   0.676768   174   0
 40   9.40005     85  58.0135     130   0.6073     175   0
 41   0           86  57.3203     131   0.6519     176   3.04164
 42   0           87  47.2334     132   0.6802     177   1.82086
 43   0           88  32.4557     133   0.627504   178   0
 44  35.2927      89  60.4176     134   0.6659     179   0
 45   6.21137     90  89.8316     135   0.616561   180   5.43893
;

param ScenO :=
  1  85.08        46  23.44        91 113.99       136   0.587
  2  82.84        47  26           92 112.82       137   0.7
  3  75.18        48  60           93 107.56       138   0.445
  4  65           49  95.18        94 100          139   0.635
  5  57.88        50  90           95 105.8        140   0.238
  6  58.3         51  84.18        96  96.77       141   0.636
  7  65           52  71.5         97   0.782      142   0.009
  8  84.16        53  82.88        98   0          143   0.642
  9 101           54  83.3         99   0.792      144   0
 10  84.97        55  85.01       100   0          145   0.615
 11  50.24        56 100.31       101   0.791      146   0
 12  40           57 113.2        102   0          147   0.582
 13  36           58 109.32       103   0.791      148   0
 14  35.78        59  60.24       104   0          149   0.538
 15  35           60  50.1        105   0.785      150   0
 16  36           61  48.9        106   0          151   0.477
 17  65           62  56.48       107   0.77       152   0
 18 112.21        63  45.1        108   0          153   0.444
 19 110.98        64  46.1        109   0.738      154   0
 20 105.66        65  85.9        110   0          155   0.449
 21 102.56        66 112.21       111   0.69       156   0
 22  94.63        67 116.45       112   0.022      157   4.86495
 23  99.04        68 110.61       113   0.706      158   2.49722
 24  90           69 107.66       114   0.218      159   4.44693
 25  60           70 105.05       115   0.757      160   4.048
 26  60           71 109.9        116   0.473      161   5.54682
 27  47.64        72  99.14       117  46.27       162   3.19194
 28  52.6         73  97.08       118  48.28       163   6.08877
 29  57.76        74  89.19       119  46.27       164   2.3586
 30  60           75  91          120  56.1        165   4.59277
 31  64.64        76  83.91       121 110          166   6.25715
 32  32.84        77  85.11       122 123.12       167   0.845541
 33  34.4         78  86.75       123 115.48       168   0.06125
 34  60           79  90.4        124 114.75       169  -0.301667
 35  27.64        80 105          125 113.97       170   1.82141
 36  13.64        81 117.45       126 105.63       171   0.746286
 37  11.44        82 120.05       127 112.84       172   1.9875
 38  11.36        83 117.15       128 100.26       173   3.37446
 39  11.28        84 107.61       129   0.788      174   3.4373
 40  12.68        85 115.76       130   0.616      175   3.29348
 41  75.6         86 113.24       131   0.794      176   3.05802
 42  71.52        87 112.5        132   0.669      177   3.09965
 43  28.8         88 115.02       133   0.779      178   2.85945
 44  13.48        89 111.11       134   0.66       179   1.63883
 45  16.28        90 116.81       135   0.75       180   2.116
;

param Scen0 (tr)
 :    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	:=
    1	85.080000	82.840000	75.180000	65.000000	57.880000	58.300000	65.000000	84.160000	101.000000	84.970000	50.240000	40.000000	36.000000	35.780000	35.000000	36.000000	65.000000	112.210000	110.980000	105.660000	102.560000	94.630000	99.040000	90.000000	60.000000	77.076200	79.354200	83.708800	91.375300	80.132200	16.159800	0.000000	0.000000	68.567600	0.000000	0.000000	0.000000	0.000000	0.000000	1.659940	10.416200	28.104100	29.555800	83.964300	23.467200	0.000000	5.067700	14.964700	95.180000	79.017600	64.642200	51.742700	38.057200	45.064500	61.583400	98.451200	112.025000	99.349900	92.216400	70.822500	64.025200	66.560900	60.605300	68.342900	79.419800	121.504000	115.590000	116.341000	112.988000	113.965000	111.483000	94.952400	97.080000	66.535800	52.096100	52.502200	48.344100	40.511200	71.380900	115.812000	142.834000	118.814000	91.955100	70.612100	82.267000	74.754800	63.740000	49.170900	72.107400	100.532000	109.900000	95.460000	82.760500	81.442500	88.430100	69.099600	0.782000	0.000000	0.901336	0.000000	0.999219	0.000000	1.007320	0.000000	1.013430	0.000000	1.012630	0.000000	1.024960	0.000000	1.058210	0.011200	1.009640	0.173200	0.946394	0.249700	46.270000	65.647500	64.999800	62.889300	77.343800	100.158000	129.790000	145.477000	124.283000	103.692000	89.340500	81.566000	0.897986	0.559300	0.839841	0.692000	0.783888	0.689600	0.757037	0.551800	0.791946	0.388200	0.838733	0.258600	0.817614	0.013000	0.711004	0.000000	0.641178	0.000000	0.591477	0.000000	0.574553	0.000000	0.553995	0.000000	0.533501	0.000000	0.507560	0.000000	4.864950	0.000000	52.697200	0.000000	1.107090	49.051600	16.625700	0.406672	0.451230	17.179800	205.546000	261.935000	55.789200	81.956600	6.921380	0.000000	568.490000	0.000000	8.782280	5.102560	3.763180	1.575480	0.000000	1.798200	
    2	85.080000	82.840000	75.180000	65.000000	57.880000	58.300000	65.000000	84.160000	101.000000	84.970000	50.240000	40.000000	36.000000	35.780000	35.000000	36.000000	65.000000	112.210000	110.980000	105.660000	102.560000	94.630000	99.040000	90.000000	60.000000	72.270000	68.746600	74.638100	82.486000	68.907400	15.096800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.534300	82.319700	21.342900	0.402789	2.767270	11.775300	95.180000	93.831300	77.253500	69.310100	71.328000	72.475200	85.951100	114.692000	131.954000	111.477000	112.095000	86.250600	81.528300	76.709900	64.300800	69.263700	85.468100	111.264000	119.787000	109.211000	117.082000	126.392000	104.877000	85.807400	97.080000	63.459700	56.018600	50.727900	52.848900	38.238900	57.202200	102.632000	123.577000	96.643500	73.490400	54.814400	60.687300	58.767800	45.636500	32.595100	57.430800	89.907100	111.189000	100.147000	90.134800	114.421000	81.685100	76.735200	0.782000	0.000000	0.610752	0.000000	0.602643	0.000000	0.603789	0.000000	0.610056	0.000000	0.608328	0.000000	0.615725	0.000000	0.600861	0.029200	0.523063	0.614500	0.467283	0.443900	46.270000	94.339200	105.235000	87.492900	104.531000	122.299000	132.881000	140.597000	110.841000	112.670000	103.879000	81.566000	0.436891	0.321500	0.381888	0.317900	0.339314	0.317900	0.331656	0.446800	0.620542	0.305900	0.640730	0.239400	0.641786	0.008800	0.618258	0.000000	0.582481	0.000000	0.536789	0.000000	0.488376	0.000000	0.493457	0.000000	0.515442	0.000000	0.481627	0.000000	4.864950	0.000000	51.113200	0.073074	0.000000	46.490200	14.207200	0.000000	0.675391	17.470400	202.450000	260.042000	47.036400	102.326000	5.073090	0.000000	558.425000	0.000000	0.046193	3.855150	1.585620	0.650116	0.000000	5.549510	
    3	85.080000	82.840000	75.180000	65.000000	57.880000	58.300000	65.000000	84.160000	101.000000	84.970000	50.240000	40.000000	36.000000	35.780000	35.000000	36.000000	65.000000	112.210000	110.980000	105.660000	102.560000	94.630000	99.040000	90.000000	60.000000	76.446300	85.376500	89.251400	94.441400	83.149500	12.799200	0.701777	8.758950	12.597700	9.767820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.676760	82.586800	26.212100	0.000000	0.000000	0.000000	95.180000	89.069300	75.058200	65.902100	63.591500	69.256800	85.246200	105.018000	115.891000	103.648000	90.714700	86.692900	83.017500	76.443200	71.473500	68.034400	73.755600	112.035000	128.652000	118.577000	120.755000	113.104000	111.401000	87.318400	97.080000	64.429000	58.257600	56.132000	50.489200	42.209500	72.688000	105.763000	134.478000	111.799000	72.166300	54.812000	58.692500	44.308600	44.154400	30.320200	53.079600	85.104100	103.387000	89.950800	84.741400	84.915700	82.832300	72.287900	0.782000	0.000000	0.792944	0.000000	0.775056	0.000000	0.778008	0.000000	0.768904	0.000000	0.758859	0.000000	0.725293	0.000000	0.718048	0.018400	0.748659	0.288200	0.671282	0.598600	46.270000	62.961300	62.606900	66.390700	66.243300	87.695500	111.193000	127.052000	104.937000	108.505000	96.113000	81.491600	0.606184	0.796600	0.654931	0.845900	0.626766	0.669600	0.613944	0.845000	0.639858	0.548400	0.652033	0.194300	0.644987	0.010500	0.611940	0.000000	0.572234	0.000000	0.557115	0.000000	0.512381	0.000000	0.504511	0.000000	0.515442	0.000000	0.454746	0.000000	4.864950	0.000000	53.387300	0.000000	0.000000	47.663300	16.862300	0.616368	0.773981	18.175300	204.373000	257.309000	50.003200	127.747000	9.966940	0.000000	574.709000	0.000000	3.169470	2.955380	2.304830	0.310752	0.018415	5.396460	
    4	85.080000	82.840000	75.180000	65.000000	57.880000	58.300000	65.000000	84.160000	101.000000	84.970000	50.240000	40.000000	36.000000	35.780000	35.000000	36.000000	65.000000	112.210000	110.980000	105.660000	102.560000	94.630000	99.040000	90.000000	60.000000	77.076200	79.354200	83.708800	91.375300	80.132200	16.159800	0.000000	0.000000	68.567600	0.000000	0.000000	0.000000	0.000000	0.000000	1.659940	10.416200	28.104100	29.555800	83.964300	23.467200	0.000000	5.067700	14.964700	95.180000	73.744900	51.069300	47.485800	39.206200	39.570100	54.466200	72.869300	93.217200	88.745400	78.285100	72.150400	58.703200	57.732600	52.347100	63.176000	75.220200	98.788200	110.791000	107.037000	107.615000	93.994600	93.087700	84.520400	97.080000	37.310300	33.505800	34.360700	25.642900	13.118100	37.144300	79.814300	107.509000	103.008000	74.849300	62.128300	63.798100	57.962600	48.875400	32.967700	70.482600	97.416500	117.977000	99.925400	93.246000	88.441700	75.256200	68.572600	0.782000	0.000000	0.853374	0.000000	0.916397	0.000000	0.951263	0.000000	0.985539	0.000000	0.993990	0.000000	1.060560	0.000000	1.113000	0.028700	1.120790	0.221800	1.133110	0.344800	46.270000	89.131100	91.602800	93.949000	103.366000	115.278000	146.755000	161.552000	157.154000	151.514000	133.864000	129.285000	1.132320	0.435700	1.071170	0.808200	1.008600	0.616500	0.954129	0.758600	0.913442	1.204100	0.888897	0.662100	0.863709	0.015500	0.813038	0.000000	0.760876	0.000000	0.694354	0.000000	0.633744	0.000000	0.604360	0.000000	0.585663	0.000000	0.554085	0.000000	4.864950	0.304788	50.284600	0.000000	8.588540	47.030100	15.355200	1.323760	0.751810	17.814800	201.857000	268.989000	37.581600	422.837000	42.701500	5.046920	592.647000	0.648344	8.336970	5.171370	3.981900	1.788280	0.000000	2.993360	
